Frame number,1840
First frame,1
Point frequency,200
Analog frequency,1000

Time,Moment.Mx2,Moment.My2,Moment.Mz2,Moment.Mx3,Moment.My3,Moment.Mz3
s,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm
0.348,-37691.9,-8318.2,1836.93,18168.8,3274.04,-3052.33
0.349,-37562.7,-8063.65,1885.21,18299.4,3339.81,-3118.81
0.35,-37414.7,-8032.95,1911.15,17958.9,3267.64,-3141.16
0.351,-37512.4,-7866.85,1944.16,18128.6,3144.83,-3013.86
0.352,-37562.9,-8015.06,1954.41,18174.4,2967.96,-3082.46
0.353,-37422.6,-7908.88,1978.65,18307,3243.84,-3075.28
0.354,-37382,-8000.8,1958.15,17798.9,3228.29,-3118.14
0.355,-37257.9,-7916.67,1958.11,18050.3,3258.45,-3057.57
0.356,-37176.4,-7971.74,1976.39,18018,3146.97,-3132.69
0.357,-37221.1,-7681.95,1983.61,17800.5,3353.27,-3062.36
0.358,-37086.5,-7645.89,1970.59,18044.9,3216.34,-3014.29
0.359,-37231.4,-7636.75,1951.37,18052.8,3326.29,-3180.17
0.36,-37215.5,-7584.49,2038.35,17948,3370.18,-3107.26
0.361,-37048.5,-7509.99,2020.23,17936.8,3377.24,-2960.05
0.362,-36893.7,-7352.11,2080.37,18211.9,3315.19,-2953.31
0.363,-36945.4,-7526.7,2025.7,17864.2,3324.54,-2994.98
0.364,-36828.2,-7417.21,2013.88,17812.9,3212.97,-2972.41
0.365,-36888.5,-7277.05,2081.57,18143.4,3442.48,-3019.06
0.366,-36756.5,-7330.08,2013.25,17852.6,3356.17,-3080.62
0.367,-36897.4,-7039.93,2019.96,17941.7,3324.62,-3162.07
0.368,-36702.2,-7023.89,2039.15,17884.1,3215.47,-3080.92
0.369,-36650,-7118.8,2085.23,17782,3218.26,-3037.48
