Frame number,1756
First frame,1
Point frequency,200
Analog frequency,1000

Time,Moment.Mx2,Moment.My2,Moment.Mz2,Moment.Mx3,Moment.My3,Moment.Mz3
s,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm
0.348,-18284.9,1438.02,5164.14,21713.7,1063.7,-726.376
0.349,-18460.4,1265.06,5056.21,21898.5,875.52,-750.815
0.35,-18849,1049.19,5017.58,21973.7,939.059,-650.563
0.351,-18906.1,770.781,5018.71,21844.9,783.418,-590.626
0.352,-18964.2,486.274,4985.65,22007.2,594.337,-604.174
0.353,-19038.8,341.062,5000.15,22084.8,615.998,-532.526
0.354,-19311.3,283.923,4948.87,21923.5,474.275,-460.766
0.355,-19457.9,65.6905,4908.47,21766.9,479.629,-513.586
0.356,-19691.2,-120.998,4873.07,21659.4,492.594,-402.161
0.357,-19781,-212.431,4806.94,21848.2,219.499,-308.289
0.358,-19888,-383.065,4812.24,22032,-85.7585,-326.411
0.359,-19926.1,-440.935,4817.07,21835.7,-71.1392,-313.467
0.36,-19981.9,-586.959,4783.87,21859.3,84.6803,-262.361
0.361,-20212.6,-757.328,4780.68,22077.6,-54.976,-242.946
0.362,-20540.9,-853.728,4743.15,21900.2,-367.053,-239.587
0.363,-20529.3,-877.793,4683.67,21800.9,-360.119,-161.062
0.364,-20525.8,-1133.65,4678.64,22006.4,-468.551,-92.4638
0.365,-20527.1,-1233.07,4642.5,21996.6,-480.648,-103.786
0.366,-20732.2,-1371.25,4605.61,21801,-635.345,-103.605
0.367,-20817.8,-1580.61,4570.06,21660.3,-740.138,-72.6259
0.368,-20816.4,-1771.78,4539.34,21836,-764.811,-46.4868
0.369,-20659.1,-1776.75,4508.73,21677.3,-1056.38,3.40298
0.37,-20618.7,-1765.39,4496.67,21365.9,-1124.01,63.7162
0.371,-20727.9,-1887.49,4449.03,21457.5,-938.381,107.382
0.372,-20691.7,-2005.33,4375.72,21614.9,-1054.16,160.031
0.373,-20617.3,-2078.94,4358.68,21664.6,-1109.23,141.102
0.374,-20638.7,-2059.3,4354.7,21459.6,-1181.33,210.826
0.375,-20748.1,-2067.04,4327.54,21444.5,-1245.79,206.994
0.376,-20872.1,-2085.6,4283.02,21249.4,-1274.5,256.204
0.377,-20650.7,-2185.26,4269.91,21306.2,-1411,361.103
0.378,-20651.4,-2179.08,4209.01,21347.4,-1560.78,317.462
